long,lat,disturb,rainann,soildepth,soilfert,tempann,topo,easting,northing,plot,Species,pres.abs,id
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Coeranoscincus reticulatus,0,131
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Egernia mcpheei,0,132
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Eulamprus murrayi,0,133
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Ophioscincus truncatus,0,134
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Pseudechis porphyricaus,0,135
152.5613,-28.3332,3,1112,1070,2,164,-9,-131846.465617718,6848991.24192767,17,Saltuarius swaini,0,136
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Cacophis kreftii,0,137
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Calyptotis scutirostrum,0,138
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Coeranoscincus reticulatus,0,139
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Egernia mcpheei,0,140
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Eulamprus murrayi,0,141
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Ophioscincus truncatus,0,142
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Pseudechis porphyricaus,0,143
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Saltuarius swaini,0,144
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Cacophis kreftii,0,145
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Calyptotis scutirostrum,0,146
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Coeranoscincus reticulatus,1,147
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Egernia mcpheei,0,148
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Eulamprus murrayi,0,149
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Ophioscincus truncatus,1,150
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Pseudechis porphyricaus,0,151
152.9755,-28.3393,1,1252,1049,5,171,-27,-91080.3301646189,6850424.38268198,19,Saltuarius swaini,0,152
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Cacophis kreftii,0,153
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Calyptotis scutirostrum,1,154
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Coeranoscincus reticulatus,1,155
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Egernia mcpheei,0,156
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Eulamprus murrayi,0,157
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Ophioscincus truncatus,0,158
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Pseudechis porphyricaus,0,159
152.5592,-28.3404,3,1096,1009,2,164,29,-132010.133181508,6848179.7676698,20,Saltuarius swaini,0,160
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Cacophis kreftii,0,161
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Calyptotis scutirostrum,0,162
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Coeranoscincus reticulatus,0,163
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Egernia mcpheei,0,164
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Eulamprus murrayi,0,165
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Ophioscincus truncatus,0,166
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Pseudechis porphyricaus,0,167
152.9674,-28.3411,1,1218,1009,5,171,6,-91866.6308808398,6850184.44292602,21,Saltuarius swaini,0,168
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Cacophis kreftii,0,169
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Calyptotis scutirostrum,0,170
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Coeranoscincus reticulatus,0,171
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Egernia mcpheei,0,172
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Eulamprus murrayi,0,173
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Ophioscincus truncatus,0,174
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Pseudechis porphyricaus,0,175
152.9653,-28.3447,1,1240,1029,5,171,9,-92053.0076306245,6849774.04910058,22,Saltuarius swaini,0,176
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Cacophis kreftii,0,177
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Calyptotis scutirostrum,0,178
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Coeranoscincus reticulatus,1,179
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Egernia mcpheei,0,180
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Eulamprus murrayi,0,181
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Ophioscincus truncatus,0,182
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Pseudechis porphyricaus,0,183
152.5429,-28.3494,3,1080,959,2,166,4,-133559.55913296,6847093.21118274,23,Saltuarius swaini,0,184
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Cacophis kreftii,0,185
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Calyptotis scutirostrum,0,186
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Coeranoscincus reticulatus,1,187
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Egernia mcpheei,0,188
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Eulamprus murrayi,0,189
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Ophioscincus truncatus,0,190
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Pseudechis porphyricaus,0,191
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Saltuarius swaini,0,192
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Cacophis kreftii,0,201
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Calyptotis scutirostrum,0,202
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Coeranoscincus reticulatus,0,203
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Egernia mcpheei,0,204
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Eulamprus murrayi,0,205
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Ophioscincus truncatus,1,206
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Pseudechis porphyricaus,0,207
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Saltuarius swaini,0,208
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Cacophis kreftii,0,209
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Calyptotis scutirostrum,0,210
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Coeranoscincus reticulatus,1,211
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Egernia mcpheei,0,212
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Eulamprus murrayi,0,213
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Ophioscincus truncatus,1,214
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Pseudechis porphyricaus,0,215
153.0755,-28.3718,1,2000,1129,4,143,5,-81071.585326861,6847301.76412415,27,Saltuarius swaini,0,216
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Cacophis kreftii,0,217
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Calyptotis scutirostrum,0,218
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Coeranoscincus reticulatus,1,219
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Egernia mcpheei,0,220
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Eulamprus murrayi,0,221
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Ophioscincus truncatus,1,222
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Pseudechis porphyricaus,0,223
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Saltuarius swaini,0,224
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Cacophis kreftii,0,225
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Calyptotis scutirostrum,0,226
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Coeranoscincus reticulatus,0,227
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Egernia mcpheei,0,228
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Eulamprus murrayi,0,229
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Ophioscincus truncatus,1,230
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Pseudechis porphyricaus,0,231
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Saltuarius swaini,0,232
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Cacophis kreftii,1,233
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Calyptotis scutirostrum,1,234
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Coeranoscincus reticulatus,0,235
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Egernia mcpheei,1,236
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Eulamprus murrayi,0,237
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Ophioscincus truncatus,1,238
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Pseudechis porphyricaus,0,239
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Saltuarius swaini,0,240
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Cacophis kreftii,1,257
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Calyptotis scutirostrum,1,258
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Coeranoscincus reticulatus,0,259
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Egernia mcpheei,0,260
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Eulamprus murrayi,0,261
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Ophioscincus truncatus,0,262
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Pseudechis porphyricaus,0,263
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Saltuarius swaini,0,264
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Cacophis kreftii,1,265
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Calyptotis scutirostrum,1,266
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Coeranoscincus reticulatus,1,267
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Egernia mcpheei,0,268
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Eulamprus murrayi,0,269
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Ophioscincus truncatus,1,270
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Pseudechis porphyricaus,0,271
152.9265,-28.3772,2,1606,1100,5,165,-19,-95684.9064397638,6845970.40703717,34,Saltuarius swaini,0,272
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Cacophis kreftii,0,273
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Calyptotis scutirostrum,1,274
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Coeranoscincus reticulatus,1,275
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Egernia mcpheei,0,276
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Eulamprus murrayi,0,277
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Ophioscincus truncatus,1,278
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Pseudechis porphyricaus,0,279
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Saltuarius swaini,0,280
153.0674,-28.3772,3,1852,1100,4,153,-14,-81837.9630928658,6846662.49357159,36,Cacophis kreftii,1,281
